Ticks,MQ2,MQ3,MQ4,MQ5,MQ6,MQ7,MQ8,MQ9,MQ135
1648640890494,52,108,75,39,68,42,98,62,515
1648640890503,56,106,75,34,64,41,93,60,515
1648640890510,49,107,76,35,66,40,99,60,466
1648640890518,56,104,78,38,70,44,103,60,517
1648640890526,53,102,75,32,65,38,96,58,518
1648640890533,50,110,79,37,66,42,91,63,512
1648640890541,56,106,82,38,73,44,94,60,516
1648640890551,52,104,79,36,68,41,91,62,511
1648640890559,55,106,73,38,65,40,95,63,517
1648640890567,50,105,77,33,67,40,96,60,515
1648640890575,48,106,76,37,68,43,99,62,516
1648640890584,58,103,79,37,68,46,98,64,519
1648640890593,51,108,73,31,66,36,93,55,516
1648640890601,56,105,74,34,69,39,100,62,517
1648640890609,48,104,77,33,67,39,99,61,520
1648640890620,54,108,76,35,67,43,99,61,513
1648640890629,54,108,73,31,68,33,96,62,516
1648640890636,53,105,77,36,72,43,98,56,514
1648640890644,55,109,76,37,73,40,95,61,516
1648640890654,49,107,74,37,67,42,93,59,514
1648640890662,49,106,75,38,66,40,95,55,484
1648640890670,52,105,74,33,68,38,94,56,515
1648640890678,57,103,74,39,69,48,100,60,525
1648640890686,52,105,75,36,65,40,95,64,520
1648640890693,52,107,75,37,68,41,95,59,519
1648640890701,59,102,79,39,71,43,96,62,514
1648640890709,49,105,75,36,66,39,96,59,507
1648640890719,55,106,75,33,66,38,96,56,516
1648640890727,54,106,76,37,66,38,95,57,514
1648640890735,51,101,73,37,69,41,97,56,520
1648640890743,54,104,80,37,65,43,101,71,516
1648640890752,52,106,77,38,68,47,101,58,514
1648640890761,55,103,78,35,69,44,95,58,520
1648640890769,53,107,75,38,66,40,100,60,515
1648640890776,55,105,76,34,71,39,93,62,516
1648640890786,58,106,74,37,65,43,96,60,513
1648640890794,57,97,73,34,67,41,100,61,516
1648640890802,55,105,73,35,68,40,94,57,514
1648640890810,52,106,79,32,65,45,99,59,519
1648640890819,52,107,78,35,68,39,100,61,514
1648640890828,52,108,76,34,66,38,95,61,520
1648640890836,51,107,76,36,66,43,99,60,520
1648640890844,57,104,77,32,72,46,97,60,518
1648640890853,56,109,79,34,71,40,94,60,515
1648640890861,57,106,76,33,70,40,95,59,517
1648640890869,52,110,77,40,67,41,99,62,509
1648640890877,61,107,77,35,70,40,98,60,514
1648640890887,57,107,75,35,68,38,95,58,521
1648640890894,46,107,78,30,64,38,97,58,512
1648640890902,50,100,72,37,68,39,97,57,513
1648640890913,56,109,76,36,66,39,94,60,511
1648640890922,55,104,77,34,69,36,95,62,520
1648640890930,55,105,76,34,68,37,99,56,518
1648640890938,50,101,77,33,65,40,97,58,517
1648640890947,53,107,78,34,67,41,99,63,519
1648640890955,55,108,77,38,69,38,95,61,508
1648640890962,50,107,75,33,67,46,95,60,515
1648640890971,61,105,74,35,71,41,93,58,515
1648640890980,54,107,78,34,64,40,101,57,515
1648640890988,53,100,77,35,71,42,94,56,517
1648640890996,51,104,78,32,70,37,94,54,512
1648640891005,56,109,79,37,70,37,101,57,511
1648640891013,48,104,75,32,64,40,98,56,511
1648640891021,52,109,74,38,73,45,93,60,518
1648640891031,56,105,74,38,67,41,93,60,513
1648640891039,55,99,76,37,68,41,96,63,519
1648640891047,49,104,75,36,64,43,95,59,514
1648640891055,56,107,81,36,69,38,103,62,521
1648640891064,52,106,74,34,67,38,96,59,516
1648640891072,53,110,78,36,69,42,101,60,516
1648640891079,51,113,81,37,74,44,96,60,517
1648640891088,52,108,71,32,67,44,102,60,510
1648640891096,48,107,75,34,62,40,96,59,516
1648640891105,58,104,76,34,66,38,94,57,516
1648640891115,54,107,78,37,68,35,98,61,519
1648640891123,52,103,74,34,67,40,93,60,520
1648640891131,56,107,78,39,68,43,100,61,515
1648640891138,52,108,75,36,71,42,97,57,515
1648640891148,57,109,73,37,68,41,92,57,512
1648640891156,56,106,74,31,64,38,94,60,517
1648640891164,48,104,76,34,69,38,93,61,515
1648640891172,47,101,72,37,72,40,99,57,523
1648640891181,51,107,70,34,71,42,101,60,519
1648640891189,58,106,78,38,65,42,94,58,517
1648640891197,54,102,73,31,70,36,97,60,517
1648640891206,52,101,77,38,67,39,98,60,516
1648640891214,51,109,73,34,64,35,96,61,517
1648640891221,53,108,76,32,68,40,96,60,518
1648640891229,48,100,78,38,66,41,96,59,519
1648640891238,54,106,79,38,69,37,97,58,511
1648640891246,51,110,77,37,68,44,97,58,521
1648640891253,55,104,76,38,71,40,97,58,517
1648640891262,52,105,78,36,70,41,100,60,513
1648640891269,56,106,78,36,67,35,98,59,518
1648640891277,47,109,79,37,65,47,93,62,518
1648640891285,50,109,81,33,64,49,93,53,512
1648640891294,52,103,73,38,67,42,97,61,517
1648640891302,51,104,76,32,67,43,102,60,520
1648640891310,58,106,73,39,67,41,98,57,516
1648640891317,46,92,78,34,69,39,95,61,517
1648640891325,57,105,81,35,71,42,100,58,521
1648640891335,57,109,72,39,68,43,97,56,512
1648640891342,48,101,76,35,66,41,99,65,517
1648640891351,59,105,76,36,61,38,100,58,518
1648640891361,54,108,79,35,71,46,96,65,519
1648640891369,58,110,76,37,59,44,97,65,515
1648640891377,50,102,74,37,66,40,96,57,512
1648640891385,56,104,74,34,69,41,96,57,513
1648640891395,57,103,76,33,71,43,98,57,518
1648640891403,55,105,76,35,66,40,95,56,517
1648640891411,57,105,78,38,68,46,95,57,517
1648640891418,50,110,78,34,71,41,95,59,513
1648640891426,52,104,72,35,66,43,97,57,512
1648640891434,50,104,78,40,69,42,94,56,515
1648640891441,53,105,74,31,64,43,102,62,519
1648640891449,67,101,76,34,71,39,93,62,518
1648640891459,48,107,80,38,67,42,97,61,520
1648640891466,53,106,80,34,67,40,93,59,518
1648640891474,52,106,78,33,68,39,95,61,512
1648640891482,53,101,68,36,67,41,99,64,515
1648640891490,47,108,75,33,67,40,94,60,516
1648640891498,50,105,80,34,70,38,89,57,514
1648640891505,54,108,81,35,68,39,93,65,517
1648640891518,55,103,77,44,71,43,102,64,516
1648640891525,53,104,75,35,68,39,97,60,517
1648640891533,57,101,77,38,65,39,88,58,519
1648640891541,51,105,79,37,69,40,96,55,518
1648640891549,49,107,78,37,68,41,96,63,515
1648640891556,50,104,74,34,71,45,98,61,511
1648640891564,55,103,80,38,68,42,97,56,522
1648640891572,55,110,73,35,71,48,89,70,516
1648640891580,43,99,81,46,68,41,101,66,524
1648640891588,44,102,74,40,65,43,106,50,534
1648640891595,71,98,88,23,82,38,106,51,532
1648640891603,56,117,73,42,71,34,106,55,526
1648640891611,38,121,77,39,67,42,100,60,518
1648640891620,39,101,91,25,82,34,106,66,526
1648640891628,48,108,83,30,72,44,93,71,518
1648640891635,60,108,87,26,81,34,93,72,508
1648640891645,52,110,75,36,66,42,90,60,518
1648640891655,57,102,81,35,69,41,100,56,517
1648640891663,55,106,74,31,64,38,91,60,513
1648640891670,54,106,76,36,70,43,97,59,516
1648640891678,57,106,75,38,68,38,93,59,514
1648640891686,50,106,74,31,65,43,92,52,517
1648640891694,49,104,75,33,63,38,97,57,517
1648640891702,52,107,78,37,66,42,97,60,515
1648640891710,46,120,68,39,77,27,109,56,520
1648640891720,53,106,80,38,63,40,94,61,513
1648640891728,55,105,73,35,68,40,97,59,515
1648640891736,56,110,76,32,67,39,97,57,515
1648640891744,61,111,80,38,66,39,99,60,518
1648640891751,45,102,76,31,65,40,97,58,514
1648640891759,54,107,77,37,67,44,96,62,515
1648640891769,60,106,72,39,66,41,95,64,518
1648640891778,52,106,76,36,71,38,95,56,514
1648640891811,50,110,76,36,70,42,98,61,520
1648640891820,54,106,77,35,71,44,97,61,523
1648640891827,57,103,78,38,68,42,95,65,513
1648640891835,52,108,75,36,64,46,97,59,512
1648640891844,55,107,74,36,68,37,96,60,512
1648640891852,51,104,75,35,65,39,97,55,513
1648640891860,49,110,79,37,67,43,97,60,516
1648640891868,53,108,77,38,70,43,94,60,516
1648640891875,48,104,75,37,66,43,98,59,514
1648640891885,55,110,76,34,68,41,95,59,518
1648640891893,50,103,76,34,67,36,95,57,515
1648640891901,53,107,74,34,73,42,93,60,520
1648640891908,54,109,79,38,73,41,100,61,522
1648640891918,57,109,75,34,70,41,90,58,516
1648640891926,51,108,79,32,68,42,99,59,519
1648640891934,59,110,82,33,69,43,99,59,518
1648640891941,53,106,73,35,69,44,94,62,520
1648640891949,50,106,75,33,67,40,94,57,517
1648640891958,53,104,73,37,71,44,99,59,517
1648640891967,60,104,75,38,68,39,96,63,517
1648640891975,54,107,78,40,69,39,99,61,515
1648640891983,54,110,77,36,71,44,98,59,518
1648640891990,59,107,76,34,70,39,96,57,520
1648640891998,51,108,76,35,67,44,99,58,515
1648640892006,56,110,73,37,71,43,96,62,514
1648640892016,54,106,79,37,71,40,97,63,517
1648640892025,49,106,80,40,66,41,94,57,517
1648640892034,53,104,76,37,70,43,100,57,524
1648640892042,57,107,76,37,73,38,96,65,519
1648640892051,62,107,78,39,67,40,99,63,523
1648640892059,52,107,74,37,71,42,95,62,523
1648640892066,50,100,75,34,67,42,98,60,517
1648640892074,52,100,75,39,70,41,95,59,519
1648640892082,55,110,78,35,67,41,96,60,517
1648640892090,50,106,76,35,69,43,97,60,515
1648640892098,50,104,73,36,68,38,103,64,515
1648640892107,58,108,80,39,69,38,96,60,515
1648640892115,53,104,74,33,64,41,96,62,518
1648640892124,50,107,73,36,66,38,97,58,514
1648640892134,59,99,84,37,70,38,97,66,515
1648640892144,56,112,79,37,71,44,99,64,520
1648640892152,47,107,74,35,68,40,98,63,513
1648640892161,62,107,77,32,70,40,93,58,511
1648640892169,51,110,72,31,65,37,94,60,522
1648640892177,51,105,75,34,70,37,95,57,513
1648640892185,54,106,77,37,69,37,98,56,513
1648640892193,56,108,78,36,72,41,98,60,520
1648640892201,50,105,79,41,69,34,96,62,519
1648640892210,56,103,71,38,68,39,102,62,523
1648640892218,53,110,75,38,72,48,95,62,514
1648640892225,49,108,78,37,66,42,101,62,520
1648640892233,48,107,73,35,67,35,104,60,508
1648640892244,47,111,76,36,68,41,98,60,518
1648640892251,51,103,75,31,67,36,95,59,515
1648640892259,55,109,74,34,68,34,96,64,515
1648640892267,55,104,76,37,68,39,96,62,521
1648640892276,54,100,75,37,67,40,100,59,519
1648640892284,51,104,74,32,63,39,95,63,515
1648640892292,48,100,75,36,67,39,95,61,520
1648640892302,57,104,73,36,70,45,97,58,516
1648640892311,52,110,78,34,70,43,97,59,517
1648640892318,59,103,78,38,66,43,99,61,518
1648640892326,52,107,78,35,65,46,99,63,516
1648640892334,55,108,72,35,70,43,104,61,522
1648640892342,55,105,75,34,70,42,99,58,522
1648640892352,54,106,74,35,67,42,100,57,514
1648640892359,54,108,78,36,68,41,94,60,519
1648640892367,53,105,74,42,67,37,102,66,515
1648640892375,53,112,74,34,68,43,98,58,514
1648640892384,53,107,79,34,66,41,93,64,513
1648640892392,58,104,79,32,74,44,99,61,518
1648640892401,54,110,75,34,67,36,93,59,517
1648640892408,50,106,72,42,71,40,96,59,523
1648640892418,50,108,77,34,72,41,97,65,518
1648640892426,59,109,77,38,72,40,101,63,519
1648640892433,49,105,76,32,69,39,97,61,514
1648640892443,52,107,80,39,70,43,98,61,516
1648640892451,53,106,77,37,70,40,102,58,519
1648640892458,54,110,81,35,70,38,101,61,521
1648640892466,50,107,71,35,64,35,95,57,516
1648640892476,46,100,74,32,66,43,95,58,517
1648640892484,56,104,80,35,66,41,92,59,512
1648640892492,50,104,75,37,71,42,101,63,517
1648640892499,59,107,79,38,69,38,100,59,521
1648640892510,56,103,75,36,69,40,96,59,519
1648640892519,52,108,77,33,63,41,96,58,515
1648640892527,55,106,76,31,68,38,94,59,517
1648640892535,60,103,73,35,65,41,96,56,520
1648640892543,58,114,77,38,65,39,98,60,517
1648640892552,53,106,76,35,75,41,99,60,518
1648640892560,53,105,80,38,63,40,97,59,513
1648640892568,56,106,77,35,65,41,97,57,522
1648640892577,56,110,78,36,70,40,98,61,519
1648640892585,58,107,77,35,70,41,97,60,521
1648640892592,55,105,79,35,62,40,100,58,517
1648640892601,59,104,78,37,68,41,94,61,519
1648640892611,56,107,76,38,67,41,96,56,518
1648640892619,55,106,73,35,69,42,97,58,520
1648640892627,50,108,77,32,67,42,96,61,514
1648640892635,50,103,75,36,70,40,95,59,514
1648640892643,55,105,75,33,73,48,104,62,519
1648640892652,55,104,77,35,67,41,94,64,513
1648640892661,47,108,73,37,67,43,99,61,516
1648640892669,51,103,77,34,67,37,96,59,517
1648640892676,55,106,76,33,68,40,97,60,514
1648640892686,52,106,77,38,59,39,100,61,516
1648640892694,56,110,72,33,67,39,96,54,514
1648640892701,55,104,74,36,68,38,97,51,526
1648640892709,51,107,78,33,65,41,101,59,515
1648640892717,50,105,75,34,67,37,96,65,515
1648640892726,56,109,74,31,71,36,99,56,517
1648640892734,52,103,77,33,69,43,99,60,514
1648640892741,55,107,76,37,69,42,102,57,520
1648640892751,53,103,76,37,65,41,100,60,518
1648640892759,55,107,76,36,70,44,97,59,519
1648640892767,54,106,79,38,70,39,99,63,517
1648640892776,50,98,73,36,66,34,97,62,523
1648640892784,48,107,78,32,65,41,93,55,515
1648640892792,52,107,79,40,63,39,97,62,518
1648640892801,57,106,78,37,72,44,93,56,516
1648640892809,57,101,76,35,67,36,95,59,514
1648640892816,56,110,70,38,73,42,98,62,508
1648640892826,56,103,81,37,64,40,100,56,513
1648640892833,55,108,75,37,70,38,100,62,513
1648640892841,50,105,73,32,68,42,94,59,514
1648640892851,53,102,78,31,66,36,99,59,520
1648640892859,55,106,74,36,65,39,97,58,517
1648640892866,48,103,75,33,69,37,94,58,519
1648640892874,58,106,79,37,67,41,100,57,517
1648640892882,50,103,82,37,70,41,98,59,519
1648640892891,55,105,80,33,68,41,98,64,515
1648640892899,53,99,74,36,69,42,96,59,512
1648640892906,58,109,79,36,64,36,97,55,518
1648640892914,56,108,74,40,69,40,93,63,519
1648640892922,58,105,76,33,67,44,97,58,516
1648640892930,52,102,77,37,67,43,101,59,524
1648640892938,54,103,77,41,66,38,97,63,512
1648640892946,55,110,78,39,65,43,111,49,537
1648640892956,60,124,67,42,65,36,110,52,532
1648640892964,40,116,70,46,61,44,100,58,527
1648640892972,45,117,68,45,55,53,97,62,530
1648640892980,49,118,80,29,83,34,106,52,531
1648640892988,40,114,65,46,72,33,111,56,522
1648640892996,66,100,88,24,79,35,109,60,516
1648640893004,54,100,88,36,63,52,86,71,513
1648640893013,57,104,76,38,70,41,98,59,521
1648640893022,56,104,76,35,66,43,97,57,519
1648640893031,58,102,73,34,65,41,94,63,514
1648640893039,56,107,78,34,66,44,94,61,516
1648640893047,54,106,77,38,66,37,95,60,521
1648640893057,58,108,80,35,68,45,95,60,513
1648640893065,54,108,79,32,69,41,97,58,518
1648640893075,49,106,82,26,78,34,102,57,531
1648640893083,49,98,84,35,61,48,86,72,505
1648640893091,57,104,87,27,82,35,110,56,528
1648640893099,65,114,84,38,75,36,106,58,519
1648640893107,65,100,78,30,79,33,105,56,529
1648640893115,38,112,70,43,60,52,90,64,525
1648640893123,42,118,64,48,58,38,105,67,509
1648640893131,60,110,74,45,63,55,89,72,519
1648640893139,56,109,75,24,78,34,110,53,525
1648640893152,57,115,75,39,65,41,96,61,519
1648640893161,53,93,79,35,69,43,103,61,512
1648640893169,54,108,76,41,68,42,97,64,523
1648640893178,49,108,79,36,70,42,98,61,518
1648640893185,51,113,74,40,70,38,99,61,518
1648640893193,52,104,74,35,64,39,93,61,519
1648640893201,56,105,77,36,68,35,96,57,515
1648640893210,52,112,79,38,71,38,100,75,515
1648640893218,70,104,85,31,76,34,110,50,536
1648640893226,52,122,68,47,61,47,108,51,533
1648640893234,44,116,72,45,66,44,96,56,522
1648640893242,68,98,87,36,75,39,112,51,533
1648640893250,49,110,73,41,69,40,99,62,515
1648640893258,57,107,70,36,65,37,90,58,521
1648640893265,55,105,75,37,68,36,97,60,519
1648640893274,59,105,72,36,70,38,95,57,509
1648640893282,47,105,76,36,67,43,96,59,513
1648640893369,56,106,80,33,64,41,98,60,518
1648640893378,57,111,75,34,69,41,96,55,523
1648640893386,57,107,80,39,66,46,96,64,519
1648640893394,52,106,74,39,68,37,100,66,517
1648640893403,51,103,73,35,66,39,95,63,520
1648640893411,54,107,77,36,69,37,98,62,523
1648640893419,52,92,76,35,65,44,95,56,516
1648640893426,55,107,77,36,72,43,95,59,516
1648640893436,57,104,76,34,68,41,97,61,519
1648640893443,52,103,77,34,71,44,101,59,520
1648640893451,48,106,76,37,74,38,97,60,520
1648640893459,51,106,80,36,69,38,98,55,520
1648640893469,52,104,74,36,64,37,101,57,513
1648640893477,54,104,77,36,67,37,96,56,517
1648640893485,54,108,75,36,67,40,94,66,517
1648640893493,56,106,76,36,65,46,95,61,511
1648640893502,55,103,67,35,66,40,95,57,515
1648640893510,54,102,77,36,74,44,92,62,520
1648640893517,52,104,77,38,70,41,94,58,517
1648640893525,52,101,74,34,68,40,94,64,519
1648640893533,53,107,79,36,70,43,98,59,512
1648640893540,60,109,80,39,68,39,96,58,522
1648640893550,54,110,77,39,69,44,98,60,514
1648640893558,54,115,76,35,71,41,98,58,521
1648640893566,48,108,76,36,65,38,96,60,515
1648640893574,49,105,81,40,68,43,97,62,519
1648640893583,61,104,72,34,71,40,92,61,517
1648640893591,55,106,76,43,65,38,91,58,516
1648640893599,50,105,73,33,71,40,95,56,518
1648640893607,56,109,76,41,68,42,94,63,517
1648640893614,58,106,73,45,70,38,96,59,522
1648640893624,52,106,73,39,62,36,97,58,515
1648640893632,54,105,78,35,70,41,98,62,521
1648640893640,55,110,74,39,68,41,99,60,521
1648640893649,53,105,74,37,73,40,95,57,521
1648640893657,51,101,72,36,68,38,96,54,515
1648640893667,53,106,78,35,65,44,95,61,524
1648640893677,55,109,81,39,68,44,95,58,520
1648640893684,52,106,76,37,68,39,97,58,505
1648640893692,54,105,79,33,65,39,93,56,513
1648640893701,51,111,78,38,68,39,98,60,514
1648640893709,55,104,77,35,70,37,99,61,517
1648640893717,50,113,80,39,69,41,93,61,514
1648640893725,55,109,81,37,69,42,98,58,522
1648640893732,53,106,78,38,66,37,96,54,517
1648640893741,51,103,79,33,66,39,93,58,513
1648640893749,62,107,76,34,66,43,100,54,516
1648640893760,69,101,88,31,82,34,100,64,519
1648640893769,55,108,76,37,70,40,96,60,530
1648640893777,54,101,78,39,71,41,99,62,514
1648640893789,60,112,75,38,69,39,99,63,523
1648640893796,53,105,78,36,66,40,97,59,518
1648640893804,51,106,79,39,71,41,98,61,516
1648640893812,52,107,80,35,67,43,96,59,522
1648640893820,53,100,76,29,70,42,92,60,516
1648640893830,60,103,74,32,71,40,97,62,516
1648640893840,56,109,80,34,70,42,98,54,515
1648640893848,55,108,77,37,66,39,97,57,510
1648640893856,52,108,75,36,71,41,96,60,518
1648640893864,50,107,74,32,66,39,95,61,516
1648640893875,56,104,74,36,68,40,94,61,520
1648640893883,53,107,74,38,67,36,91,57,512
1648640893890,52,102,76,35,63,43,98,60,521
1648640893900,60,105,73,37,65,41,99,58,511
1648640893908,58,98,91,27,81,30,108,59,522
1648640893916,61,100,90,32,71,29,107,58,528
1648640893925,64,97,85,36,70,43,91,61,535
1648640893933,66,96,88,26,79,37,107,58,535
1648640893941,45,119,67,40,64,44,99,56,536
1648640893949,68,99,86,32,78,29,108,56,529
1648640893957,69,94,88,36,68,39,87,64,524
1648640893969,56,107,77,37,65,45,94,60,516
1648640893979,50,100,73,36,70,38,96,64,519
1648640893987,46,103,76,37,62,36,93,61,523
1648640893995,56,106,75,36,65,37,99,58,518
1648640894003,59,108,75,36,66,34,93,63,522
1648640894011,59,108,78,37,66,37,101,59,521
1648640894019,55,107,76,37,67,41,98,60,518
1648640894026,53,107,77,36,63,44,100,61,516
1648640894034,46,116,65,49,56,56,90,66,525
1648640894042,42,119,66,32,77,36,99,71,513
1648640894050,68,94,93,22,77,32,106,58,518
1648640894058,60,121,71,41,64,54,86,68,516
1648640894066,51,111,87,28,78,34,105,48,520
1648640894074,50,102,76,41,72,51,87,60,521
1648640894081,50,119,68,46,61,47,90,66,526
1648640894090,60,104,74,30,70,43,96,64,520
1648640894098,52,102,73,33,67,42,96,63,518
1648640894150,56,107,78,39,70,39,101,61,519
1648640894158,53,104,77,37,74,43,99,62,518
1648640894166,55,109,79,40,65,43,97,59,521
1648640894174,54,104,80,37,68,42,99,57,521
1648640894181,54,108,78,40,65,43,92,60,516
1648640894193,57,104,74,34,66,39,99,61,523
1648640894201,56,111,81,39,71,44,94,63,520
1648640894208,49,106,73,35,67,43,97,62,516
1648640894218,55,108,80,32,71,44,97,61,515
1648640894226,49,105,74,36,70,43,99,61,521
1648640894233,45,104,74,34,64,37,101,56,515
1648640894241,58,101,80,39,67,40,93,62,517
1648640894252,58,108,76,31,70,40,96,57,517
1648640894260,50,105,78,36,65,36,95,63,517
1648640894268,56,104,75,37,69,39,94,59,513
1648640894276,54,106,77,31,63,41,97,57,517
1648640894286,51,112,80,37,68,43,96,58,515
1648640894296,54,105,73,38,70,43,96,61,518
1648640894304,54,102,76,32,70,44,102,61,524
1648640894311,51,109,74,36,70,40,97,60,518
1648640894319,60,110,81,35,69,42,93,58,517
1648640894331,51,103,73,35,72,35,99,59,515
1648640894339,48,111,76,36,66,40,95,61,524
1648640894347,50,105,73,38,66,39,97,62,523
1648640894355,50,105,77,37,72,38,100,59,522
1648640894363,56,107,75,33,68,46,97,59,518
1648640894373,47,110,78,39,68,42,98,61,518
1648640894382,58,106,76,35,68,42,101,60,516
1648640894391,51,105,73,37,65,39,97,59,508
1648640894399,58,109,78,35,73,47,99,58,520
1648640894407,48,113,76,31,67,36,98,61,518
1648640894415,50,108,78,36,70,43,98,62,514
1648640894425,54,106,76,35,68,40,95,59,517
1648640894433,43,111,74,43,67,50,99,63,532
1648640894441,67,95,87,46,66,47,101,54,529
1648640894449,76,106,82,26,79,36,110,51,528
1648640894457,66,99,92,31,81,35,112,55,526
1648640894464,46,118,71,33,74,36,95,59,527
1648640894472,55,100,74,38,68,39,96,59,521
1648640894482,55,104,74,34,65,44,85,71,516
