Ticks,MQ2,MQ3,MQ4,MQ5,MQ6,MQ7,MQ8,MQ9,MQ135
1648640962454,57,106,84,33,68,47,93,62,540
1648640962461,59,110,80,35,73,43,93,65,537
1648640962469,58,107,79,30,71,43,93,58,527
1648640962479,60,105,81,31,71,48,95,61,533
1648640962487,63,106,78,33,66,43,92,63,532
1648640962497,72,93,78,45,62,55,103,56,546
1648640962506,74,101,94,22,74,54,86,76,530
1648640962514,69,98,92,32,78,43,93,69,543
1648640962522,58,121,76,42,67,52,89,76,537
1648640962530,59,98,96,29,77,49,103,57,553
1648640962538,54,120,68,48,69,39,98,60,542
1648640962546,48,111,68,40,77,38,105,62,536
1648640962554,48,121,72,44,72,37,108,52,550
1648640962562,47,105,98,32,74,44,97,70,533
1648640962575,63,102,79,31,67,43,89,65,536
1648640962585,55,105,82,36,72,44,93,61,536
1648640962593,54,106,77,32,63,44,95,65,541
1648640962601,52,105,80,32,65,41,92,62,535
1648640962609,60,106,77,29,67,43,91,62,532
1648640962616,59,111,85,36,70,43,98,68,538
1648640962624,59,106,79,30,66,39,92,67,536
1648640962632,55,106,81,37,64,50,89,73,476
1648640962640,72,103,91,25,82,39,82,62,559
1648640962648,56,111,68,40,64,57,89,79,530
1648640962655,48,106,74,41,66,55,99,61,556
1648640962663,54,99,90,28,79,35,106,59,546
1648640962671,75,95,92,28,75,42,110,64,545
1648640962679,58,106,83,36,70,46,104,55,543
1648640962687,70,104,88,31,78,38,108,55,538
1648640962696,63,109,80,30,73,48,97,64,535
1648640962704,54,106,81,35,67,45,93,60,535
1648640962732,58,105,78,30,68,47,95,62,534
1648640962740,61,110,82,35,70,40,91,65,539
1648640962748,57,104,80,29,70,45,87,59,535
1648640962756,57,103,78,36,67,44,98,67,536
1648640962766,58,106,82,35,66,48,93,61,531
1648640962774,61,109,82,34,69,47,95,67,534
1648640962782,57,108,78,26,70,47,91,64,533
1648640962789,61,101,83,32,66,42,93,58,535
1648640962798,62,106,81,32,69,40,94,66,542
1648640962806,61,105,78,31,69,47,100,64,508
1648640962814,62,104,79,30,72,49,97,65,534
1648640962821,61,105,83,39,70,46,95,65,538
1648640962831,59,108,79,31,65,45,96,60,530
1648640962839,61,108,78,32,69,41,92,59,537
1648640962847,56,102,79,33,75,48,99,63,535
1648640962854,54,110,81,34,74,46,98,68,537
1648640962866,59,103,84,35,69,51,98,67,540
1648640962874,57,103,80,32,66,49,95,60,534
1648640962883,61,107,82,34,70,48,96,67,541
1648640962891,65,103,79,33,68,42,92,66,532
1648640962900,57,103,81,30,65,47,94,59,535
1648640962908,61,108,75,29,64,46,99,64,539
1648640962916,54,105,84,31,69,47,91,67,538
1648640962923,59,110,79,36,71,46,89,59,527
1648640962931,54,106,81,35,71,43,96,66,536
1648640962939,57,100,77,29,70,41,90,65,538
1648640962948,58,103,82,34,68,40,100,66,532
1648640962956,60,108,78,28,68,44,97,62,535
1648640962964,56,110,82,30,65,44,96,62,535
1648640962971,59,103,76,30,70,51,94,62,539
1648640962979,70,107,81,35,73,42,94,65,541
1648640962988,60,114,87,37,69,48,87,58,540
1648640962997,57,104,76,33,66,42,95,61,537
1648640963005,59,106,79,34,67,38,89,61,537
1648640963013,57,110,79,36,68,46,96,62,536
1648640963020,54,108,86,33,71,45,95,66,539
1648640963028,55,110,79,30,67,45,95,63,539
1648640963036,59,110,77,33,67,47,94,68,542
1648640963044,62,103,80,31,69,43,97,61,539
1648640963052,60,103,83,30,70,46,94,67,534
1648640963059,57,104,84,31,68,43,98,61,534
1648640963068,54,105,80,34,70,40,94,60,535
1648640963076,61,109,83,34,73,45,99,69,535
1648640963084,60,104,82,37,69,44,98,65,537
1648640963094,65,107,84,32,67,44,94,61,535
1648640963101,61,102,79,32,71,44,99,65,539
1648640963109,59,102,74,30,68,41,93,60,530
1648640963117,58,107,82,32,73,50,96,65,539
1648640963125,58,102,75,36,68,36,96,62,543
1648640963134,62,102,80,31,65,41,94,66,530
1648640963141,59,105,80,33,69,43,94,62,532
1648640963149,57,108,83,27,70,44,97,64,541
1648640963157,55,106,78,35,71,42,92,62,532
1648640963167,55,106,84,31,72,43,96,61,536
1648640963175,62,105,80,30,67,41,95,66,538
1648640963183,58,108,84,34,74,49,96,65,535
1648640963192,59,100,75,31,68,46,97,64,534
1648640963201,58,103,76,30,66,47,98,67,538
1648640963209,57,106,77,30,63,43,94,60,537
1648640963217,52,110,77,32,72,47,95,70,545
1648640963225,52,103,75,30,68,44,95,59,531
1648640963232,55,106,78,37,72,48,96,64,540
1648640963241,63,102,82,36,69,45,97,60,538
1648640963249,62,107,77,34,74,46,98,61,535
1648640963258,58,102,82,34,71,46,98,63,537
1648640963266,56,107,78,35,67,44,91,62,532
1648640963274,60,109,76,32,70,43,92,60,538
1648640963282,61,106,82,30,65,42,91,63,539
1648640963289,61,104,84,28,69,44,91,66,535
1648640963297,63,108,78,29,66,46,92,59,540
1648640963307,61,101,81,33,64,44,94,62,535
1648640963314,60,110,80,32,69,43,93,62,534
1648640963322,50,105,79,33,70,48,82,63,540
1648640963330,68,106,85,31,64,50,92,63,537
1648640963337,58,101,75,33,68,46,94,66,534
1648640963345,55,103,83,31,67,46,94,64,535
1648640963355,56,106,76,31,71,44,93,62,535
1648640963363,62,100,78,26,71,49,92,65,540
1648640963371,58,106,85,34,70,44,100,65,540
1648640963379,54,107,80,33,70,38,92,63,532
1648640963388,66,106,81,33,73,40,91,56,535
1648640963397,56,101,78,33,69,47,97,67,541
1648640963405,56,106,81,36,68,45,94,61,538
1648640963412,55,102,80,37,72,46,91,72,536
1648640963421,61,111,81,32,70,43,91,62,533
1648640963429,54,105,79,31,65,43,99,68,541
1648640963437,56,106,80,32,70,47,96,61,533
1648640963445,57,104,77,32,72,48,99,64,533
1648640963452,58,103,83,35,64,44,91,64,536
1648640963461,60,107,78,34,69,48,91,64,539
1648640963469,56,109,81,31,76,50,91,65,537
1648640963477,59,104,78,33,68,41,91,64,539
1648640963484,57,104,79,32,67,42,81,60,535
1648640963494,55,107,83,31,71,45,97,61,536
1648640963502,57,112,79,32,71,41,97,64,538
1648640963510,57,107,81,32,70,47,98,68,536
1648640963517,60,104,83,33,69,49,91,59,535
1648640963525,61,107,82,31,68,44,93,62,537
1648640963533,57,105,76,33,64,42,94,66,538
1648640963541,56,108,80,34,67,43,79,61,533
1648640963548,52,102,82,28,68,43,90,65,536
1648640963556,74,110,82,39,60,38,98,64,543
1648640963564,74,94,91,24,83,34,106,67,550
1648640963572,54,101,91,27,71,39,105,61,540
1648640963580,59,95,91,24,82,39,101,62,545
1648640963587,64,100,91,23,82,37,107,57,553
1648640963595,69,109,91,31,70,44,86,67,533
1648640963603,58,107,84,33,70,42,98,63,543
1648640963613,53,106,85,37,71,47,95,62,538
1648640963622,62,104,81,33,73,42,98,62,539
1648640963630,53,106,81,33,69,43,91,66,535
1648640963638,61,106,80,28,69,46,91,62,536
1648640963645,59,105,78,30,65,41,93,59,534
1648640963655,58,108,81,29,63,42,93,62,533
1648640963663,58,111,79,32,69,41,94,62,532
1648640963671,57,102,79,33,68,42,96,65,539
1648640963680,55,98,86,31,71,45,97,65,537
1648640963688,57,104,82,36,67,47,95,63,536
1648640963696,57,104,79,35,70,41,98,62,536
1648640963704,61,108,82,34,71,45,102,66,538
1648640963715,57,107,82,31,68,47,91,66,536
1648640963723,55,105,75,32,67,40,92,60,535
1648640963730,60,102,85,30,72,43,96,63,537
1648640963740,55,108,83,34,67,51,92,65,530
1648640963748,61,106,78,30,72,43,96,62,536
1648640963756,59,101,82,35,71,48,95,65,536
1648640963763,59,103,81,33,67,46,91,61,532
1648640963771,60,110,80,33,67,50,92,65,536
1648640963780,57,108,82,33,72,42,98,63,540
1648640963788,59,109,77,32,70,48,94,62,538
1648640963796,60,107,82,34,74,46,90,62,536
1648640963804,57,109,79,32,67,45,97,66,538
1648640963815,56,105,83,32,67,42,89,66,534
1648640963823,59,104,80,35,72,47,94,68,537
1648640963830,59,109,82,34,71,46,93,61,535
1648640963838,58,104,80,32,68,44,93,63,534
1648640963849,55,105,81,24,68,44,96,65,535
1648640963857,60,100,78,35,67,41,95,61,535
1648640963866,62,110,83,31,70,49,91,65,532
1648640963875,52,106,85,34,67,45,96,59,537
1648640963884,60,105,79,33,70,43,91,63,536
1648640963892,59,110,81,36,68,44,91,64,540
1648640963900,60,106,81,30,72,46,97,64,537
1648640963907,58,108,84,36,69,47,91,66,536
1648640963917,59,105,83,37,68,47,93,64,536
1648640963925,51,106,84,35,67,46,96,61,534
1648640963933,63,106,81,32,69,42,94,63,536
1648640963940,63,107,82,34,69,45,98,66,537
1648640963950,55,103,78,28,65,45,98,66,532
1648640963958,54,105,78,32,67,39,95,60,534
1648640963967,56,107,84,32,68,48,93,65,535
1648640963975,58,104,80,32,71,48,92,61,531
1648640963984,59,105,79,32,73,42,91,60,535
1648640963992,57,107,80,30,69,45,95,61,534
1648640964000,57,100,80,31,70,40,99,64,539
1648640964008,63,106,79,30,68,39,95,59,532
1648640964018,52,106,84,31,69,47,91,62,532
1648640964027,60,107,81,37,71,46,98,61,541
1648640964034,60,110,87,37,74,47,96,64,542
1648640964042,63,108,79,33,65,44,94,66,535
1648640964052,64,107,83,33,69,46,97,63,536
1648640964060,57,102,78,34,68,41,95,65,532
1648640964068,58,107,80,36,67,45,94,62,533
1648640964076,57,108,82,30,68,47,95,68,536
1648640964085,59,107,76,32,63,42,93,63,535
1648640964093,57,105,83,29,73,47,93,58,537
1648640964100,58,109,79,30,73,42,94,64,539
1648640964110,57,108,80,33,67,45,92,63,541
1648640964118,56,108,80,31,68,46,91,61,533
1648640964125,56,111,83,37,71,43,96,61,533
1648640964133,63,105,83,34,69,46,96,64,533
1648640964141,61,110,80,32,63,40,92,59,537
1648640964149,63,107,79,32,67,46,93,59,535
1648640964159,61,104,81,31,67,45,94,62,534
1648640964167,56,106,79,29,70,43,91,66,536
1648640964174,63,104,81,35,71,46,89,67,537
1648640964182,55,103,81,30,67,47,94,62,538
1648640964192,63,107,80,33,69,44,92,61,533
1648640964199,61,102,85,34,73,42,97,69,533
1648640964207,54,108,83,33,68,45,97,63,538
1648640964215,57,105,77,33,70,46,99,64,541
1648640964225,57,103,78,33,69,42,94,60,537
1648640964233,57,108,82,31,71,44,96,66,540
1648640964241,58,108,82,33,69,48,91,64,534
1648640964248,56,107,77,29,65,43,96,62,540
1648640964256,54,106,81,32,69,44,95,59,543
1648640964266,65,107,78,36,68,45,95,65,539
1648640964274,56,110,82,30,67,44,96,65,542
1648640964281,63,111,81,33,65,43,96,65,536
1648640964291,63,106,81,36,68,46,94,62,536
1648640964298,52,107,79,33,69,45,99,64,537
1648640964306,58,104,83,34,68,47,92,59,538
1648640964314,60,105,79,29,71,48,97,64,534
1648640964324,58,105,81,30,72,47,95,67,535
1648640964332,56,106,79,31,70,43,93,64,537
1648640964339,57,108,76,33,69,47,96,66,541
1648640964347,54,104,79,30,68,43,92,59,532
1648640964355,62,102,80,34,70,48,96,63,532
1648640964364,57,107,80,32,73,45,94,65,542
1648640964372,56,102,80,34,73,46,94,69,536
1648640964379,59,107,81,34,70,48,91,61,535
1648640964387,58,107,80,30,73,49,95,64,536
1648640964396,56,110,82,35,67,46,93,62,482
1648640964404,60,107,78,32,67,47,94,60,536
1648640964412,57,105,82,33,67,42,94,68,533
1648640964420,58,105,83,35,64,44,90,59,533
1648640964429,59,105,81,36,70,44,96,63,536
1648640964437,59,104,78,34,72,47,97,64,537
1648640964445,59,106,82,36,71,46,93,63,533
1648640964453,61,107,82,35,70,45,96,63,538
1648640964463,57,103,83,31,67,46,96,59,538
1648640964471,59,105,82,36,70,41,93,60,532
1648640964479,55,106,77,31,68,44,96,64,538
1648640964486,60,109,78,32,64,46,92,64,535
1648640964494,58,107,84,34,69,45,95,59,538
1648640964504,58,106,80,30,68,42,95,62,531
1648640964512,62,106,80,41,68,45,98,63,542
1648640964521,65,107,84,37,73,47,98,64,538
1648640964530,56,107,79,31,65,42,95,65,536
1648640964542,61,109,84,27,73,45,96,60,534
1648640964550,61,102,78,31,67,42,94,59,537
1648640964558,55,106,84,27,69,41,93,59,535
1648640964568,56,110,80,34,66,45,95,61,535
1648640964576,57,110,82,35,69,46,94,60,537
1648640964584,59,104,80,31,72,47,90,62,531
1648640964591,56,109,79,38,72,48,98,65,532
1648640964601,58,111,76,33,70,46,99,61,540
1648640964609,55,106,81,34,72,47,101,68,534
1648640964617,62,106,84,35,72,43,92,65,532
1648640964626,65,107,84,36,65,41,99,60,537
1648640964637,60,106,78,33,68,46,100,68,534
1648640964645,62,100,78,35,68,41,91,60,533
1648640964652,60,104,77,35,70,47,95,62,546
1648640964662,54,106,80,33,66,43,92,67,536
1648640964670,58,109,81,33,67,45,96,63,540
1648640964677,63,108,82,35,65,47,96,65,535
1648640964687,57,109,79,29,69,40,96,61,535
1648640964694,57,107,83,38,74,47,94,63,543
1648640964702,57,102,78,31,69,44,93,62,537
1648640964710,66,104,83,29,71,43,98,58,539
1648640964719,60,101,82,35,70,51,83,64,534
1648640964729,55,105,84,31,67,43,88,65,536
1648640964738,63,109,81,32,65,42,95,67,539
1648640964746,57,109,79,35,73,45,97,64,540
1648640964756,61,109,80,35,67,46,98,66,534
1648640964764,68,106,84,33,68,47,98,66,536
1648640964771,57,107,81,32,69,44,96,61,539
1648640964779,53,106,79,33,64,45,96,67,541
1648640964787,61,105,80,32,68,45,103,62,533
1648640964796,57,105,79,30,65,43,93,64,532
1648640964804,57,106,82,33,75,46,96,65,539
1648640964812,64,110,81,36,70,43,94,68,541
1648640964820,61,101,80,30,67,46,92,66,535
1648640964829,59,108,81,35,71,43,101,67,541
1648640964837,59,105,81,35,67,43,94,62,533
1648640964845,56,106,82,37,66,45,98,67,537
1648640964852,61,108,83,38,69,45,97,61,535
1648640964862,61,106,79,35,68,44,92,61,535
1648640964869,60,104,78,31,71,42,98,63,538
1648640964877,62,106,79,33,66,46,97,65,538
1648640964885,61,111,80,34,68,47,94,65,533
1648640964895,62,110,83,36,72,45,97,65,534
1648640964903,61,102,81,32,72,47,94,66,541
1648640964911,59,109,84,36,70,44,85,61,528
1648640964920,66,107,81,35,73,43,96,65,539
1648640964929,57,111,81,33,69,44,91,61,532
1648640964939,63,105,75,31,70,42,94,59,536
1648640964947,65,105,83,33,69,47,94,62,538
1648640964956,56,111,86,34,71,47,96,56,537
1648640964965,58,103,82,36,72,43,96,61,535
1648640964973,62,104,80,34,66,47,95,64,538
1648640964980,59,107,79,32,66,43,96,65,539
1648640964988,61,109,80,32,69,41,95,60,535
1648640964996,62,108,82,34,73,47,92,64,537
1648640965005,57,103,80,32,73,42,92,62,539
1648640965012,54,109,83,33,64,41,96,63,537
1648640965020,61,103,88,37,68,45,92,69,534
1648640965028,58,103,78,30,69,42,95,64,534
1648640965036,55,103,84,36,70,48,93,66,534
1648640965046,62,101,86,37,66,44,90,63,535
1648640965054,56,105,81,35,72,45,98,66,536
1648640965062,63,104,84,29,71,40,92,63,537
1648640965071,62,106,83,35,70,49,96,60,539
1648640965080,58,108,89,33,73,44,92,61,536
1648640965088,62,102,80,33,72,44,94,64,538
1648640965096,58,106,83,38,67,43,98,62,540
1648640965104,62,107,79,28,70,44,99,65,536
1648640965113,65,107,85,29,65,41,96,59,537
1648640965121,54,107,82,33,69,48,95,62,532
1648640965128,61,104,82,32,66,45,96,61,539
1648640965137,55,110,81,33,72,37,95,64,538
1648640965145,59,102,80,28,66,47,96,67,534
1648640965153,61,106,82,29,68,45,93,66,537
1648640965162,53,105,80,32,71,49,100,62,534
1648640965170,57,105,81,31,69,47,100,64,536
1648640965177,58,106,80,34,66,45,95,63,537
1648640965185,58,111,84,32,67,46,93,63,538
1648640965194,62,109,82,35,71,43,92,70,536
1648640965203,61,106,79,29,67,48,91,56,535
1648640965211,59,106,79,30,73,44,100,65,536
1648640965218,58,107,81,37,67,43,95,62,534
1648640965226,56,110,79,36,73,47,93,60,533
1648640965236,60,106,76,32,69,44,96,56,539
1648640965244,54,105,76,33,71,42,94,61,536
1648640965252,56,103,81,33,66,42,91,60,541
1648640965260,55,109,78,35,73,43,97,63,532
1648640965270,62,105,79,31,68,45,97,60,539
1648640965278,55,106,78,33,67,42,97,65,540
1648640965286,57,103,82,33,69,46,96,64,539
1648640965294,64,105,81,36,70,46,90,61,535
1648640965303,63,104,81,34,69,49,94,62,531
1648640965311,61,108,85,35,66,49,98,62,534
1648640965319,60,108,80,30,71,48,88,62,533
1648640965327,54,103,78,34,71,44,92,63,535
1648640965335,57,106,82,30,67,45,102,65,536
1648640965345,53,107,76,30,69,42,96,66,539
1648640965354,62,104,79,32,72,43,97,63,540
1648640965362,61,109,83,34,73,44,95,60,531
1648640965371,61,107,82,34,72,49,99,59,535
1648640965379,59,109,82,33,71,49,93,65,531
1648640965386,57,103,79,31,68,45,103,65,532
1648640965396,58,109,82,33,65,46,98,65,535
1648640965404,54,105,80,32,64,42,92,61,534
1648640965411,64,107,80,32,65,47,95,60,533
1648640965421,60,109,84,36,72,44,93,62,535
1648640965429,56,106,80,35,68,45,94,64,532
1648640965437,57,109,80,34,69,43,94,63,539
1648640965445,60,108,80,32,67,44,96,64,535
1648640965455,61,108,82,31,73,49,97,64,533
1648640965463,58,108,83,31,73,43,97,62,539
1648640965470,56,104,84,30,73,42,93,64,536
1648640965478,56,105,84,32,71,47,98,66,542
1648640965486,56,104,79,34,72,43,94,61,534
1648640965496,60,111,83,35,73,46,98,69,538
1648640965504,55,101,72,30,69,45,93,66,533
1648640965511,62,110,82,31,66,49,96,64,539
1648640965519,57,105,80,35,72,46,95,65,536
1648640965530,60,106,81,30,61,43,95,62,539
1648640965538,56,105,85,32,73,41,97,56,534
1648640965546,58,104,82,30,67,48,92,62,534
1648640965556,57,108,84,32,66,46,96,61,534
1648640965566,56,107,85,34,71,45,97,62,536
1648640965574,60,106,78,34,69,45,93,59,533
1648640965582,62,103,84,33,71,47,97,59,537
1648640965590,57,109,78,33,69,45,94,64,541
1648640965599,53,106,78,34,68,43,91,59,534
1648640965607,61,109,81,33,69,47,96,70,539
1648640965615,63,107,83,33,64,41,94,63,536
1648640965623,57,109,78,30,68,43,96,61,536
1648640965630,52,104,81,31,70,47,92,62,538
1648640965638,55,107,78,30,70,46,99,61,534
1648640965646,61,103,82,36,65,45,93,62,536
1648640965654,60,109,78,35,70,46,94,58,538
1648640965661,58,102,82,32,72,45,93,62,537
1648640965669,56,103,80,31,69,46,94,66,535
1648640965677,61,109,79,36,68,45,93,63,539
1648640965685,60,110,85,33,74,39,94,64,535
1648640965692,57,102,79,30,69,45,95,62,536
1648640965700,57,104,80,31,69,45,94,63,538
1648640965708,58,106,86,34,69,45,94,64,535
1648640965715,62,108,82,35,72,45,97,62,536
1648640965724,58,105,82,32,70,45,96,65,539
1648640965732,57,108,78,27,67,45,93,63,537
1648640965740,54,109,84,38,71,48,97,59,535
1648640965747,59,112,85,29,72,46,95,61,535
1648640965756,56,110,81,35,71,48,99,65,541
1648640965763,54,104,78,29,71,46,94,64,535
1648640965772,59,100,78,29,67,47,95,63,532
1648640965780,63,106,77,35,68,39,94,63,539
1648640965788,59,112,80,36,70,46,94,62,536
1648640965796,61,107,80,29,67,42,91,63,535
1648640965804,54,104,80,32,65,42,92,62,534
1648640965811,52,107,82,31,71,44,98,61,534
1648640965821,59,105,81,30,69,42,96,66,531
1648640965830,73,100,81,38,63,45,108,55,545
1648640965837,43,114,74,43,68,35,105,65,541
1648640965849,63,105,80,31,64,43,93,61,528
1648640965861,63,106,81,34,72,45,96,61,533
1648640965868,68,107,79,34,67,44,95,62,536
1648640965877,63,109,79,35,62,52,94,64,540
1648640965885,58,106,82,35,70,46,95,65,536
1648640965892,56,103,76,32,74,49,94,63,534
1648640965901,55,104,82,37,71,42,94,60,540
1648640965910,64,110,82,33,72,45,98,66,540
1648640965918,56,105,91,24,76,36,104,59,552
1648640965927,73,104,74,49,64,59,89,75,540
1648640965935,74,100,95,23,81,39,103,52,555
1648640965943,50,100,98,24,73,43,107,49,552
1648640965951,69,97,80,23,85,44,98,64,535
1648640965960,54,95,97,28,78,33,106,70,533
1648640965968,53,119,71,40,69,38,108,55,555
1648640965976,50,116,70,45,61,49,88,77,525
1648640965986,66,107,77,28,68,48,94,56,531
1648640966027,68,109,82,33,69,49,100,65,540
1648640966035,59,109,84,33,67,50,94,67,536
1648640966042,57,110,80,33,67,46,96,66,538
1648640966052,55,110,80,32,72,45,94,63,541
1648640966061,63,106,80,33,70,46,98,64,537
1648640966070,60,109,82,32,69,47,96,69,538
1648640966078,60,106,80,34,68,45,90,65,533
1648640966087,60,107,77,31,70,39,96,61,536
1648640966096,62,109,82,32,66,47,91,62,536
1648640966103,58,105,78,34,69,45,95,66,539
1648640966111,64,106,82,34,68,48,90,64,538
1648640966119,55,98,77,36,70,44,95,67,539
1648640966127,57,108,81,37,68,42,90,65,533
1648640966134,53,102,81,37,66,46,95,65,539
1648640966142,53,106,79,36,74,42,96,64,538
1648640966150,57,109,83,28,67,42,96,62,531
1648640966160,62,102,82,32,69,50,98,61,535
1648640966168,60,106,81,34,71,42,95,66,535
1648640966175,59,108,79,29,66,46,93,63,538
1648640966183,60,109,74,34,71,42,98,64,532
1648640966191,55,107,82,36,72,44,85,58,535
1648640966199,62,104,79,29,68,41,89,60,543
1648640966207,52,103,81,32,74,49,93,68,534
1648640966214,60,104,79,34,64,44,96,63,537
1648640966222,54,103,79,32,68,43,99,65,538
1648640966230,60,108,82,37,70,48,94,66,536
1648640966237,58,104,82,33,70,51,97,62,539
1648640966245,57,104,81,35,70,48,98,66,540
1648640966253,57,109,83,31,65,44,98,62,535
1648640966262,53,105,82,29,72,43,96,60,533
1648640966270,58,105,84,32,69,49,94,61,537
1648640966278,64,109,80,32,68,46,92,61,537
1648640966285,57,109,83,35,69,41,92,61,537
1648640966293,59,98,77,27,66,43,95,65,533
1648640966301,54,103,81,32,71,45,96,67,536
1648640966309,58,111,85,36,72,46,93,65,533
1648640966316,64,108,80,30,69,42,91,65,542
1648640966324,58,107,80,31,74,46,96,67,537
1648640966333,62,105,79,31,72,49,93,63,537
1648640966341,64,109,80,27,67,41,97,66,533
1648640966349,55,110,81,37,69,50,93,68,535
1648640966357,60,100,79,36,72,49,92,53,536
1648640966365,58,105,81,33,65,47,91,64,536
1648640966373,60,109,81,32,67,45,97,65,540
1648640966383,59,107,80,37,72,48,97,63,538
1648640966391,57,105,84,37,71,45,92,60,539
1648640966399,59,104,79,35,67,44,95,68,541
1648640966408,65,105,83,31,73,39,93,60,535
1648640966416,54,108,84,39,69,41,93,60,535
1648640966424,59,106,86,33,72,46,97,59,534
1648640966432,55,105,82,31,69,46,94,62,540
1648640966440,60,103,79,34,71,42,94,66,538
1648640966447,57,107,84,32,67,48,98,63,536
1648640966456,59,103,86,36,71,46,98,68,536
1648640966464,57,107,81,35,69,41,91,63,533
1648640966472,63,106,75,35,73,44,97,58,535
1648640966480,61,106,82,36,70,43,95,62,537
1648640966489,62,110,78,33,67,42,96,64,539
1648640966497,56,103,78,33,70,38,99,60,536
1648640966504,60,107,77,30,69,44,94,64,537
1648640966514,65,104,80,36,70,45,93,64,536
1648640966523,60,106,81,35,67,48,96,62,536
1648640966531,59,105,81,30,68,45,95,59,540
1648640966539,59,105,80,37,72,50,96,67,537
1648640966546,55,108,81,32,69,44,92,56,534
1648640966557,66,103,78,34,72,49,100,60,531
1648640966566,61,108,81,30,68,43,94,66,538
1648640966576,58,108,79,31,66,46,92,63,537
1648640966583,59,104,79,36,65,44,96,65,537
1648640966591,54,110,79,31,73,46,99,67,531
1648640966601,58,103,79,34,69,44,94,61,546
1648640966609,63,102,81,29,69,49,93,65,538
1648640966616,61,106,78,37,77,48,91,63,534
1648640966624,55,105,78,35,67,43,96,62,541
1648640966633,58,104,80,32,65,39,87,62,540
1648640966641,57,103,81,27,70,43,94,63,537
1648640966649,60,104,77,32,66,42,94,68,540
1648640966656,61,108,83,36,70,43,96,63,535
1648640966664,63,108,82,34,65,37,94,65,539
1648640966674,58,102,80,32,70,45,95,66,533
1648640966683,66,105,79,36,71,45,93,61,533
1648640966691,59,106,78,32,70,46,93,58,536
1648640966699,56,108,79,36,71,45,94,63,534
1648640966709,64,103,79,34,66,45,94,66,538
1648640966717,62,107,85,31,69,47,93,62,536
1648640966724,56,105,78,32,72,46,96,64,539
1648640966734,59,107,81,30,68,44,96,65,539
1648640966742,58,106,81,37,69,44,100,66,540
1648640966749,57,104,77,30,69,46,91,66,539
1648640966757,56,109,81,36,67,44,91,61,540
1648640966765,59,107,77,40,69,50,98,66,538
1648640966775,61,105,76,31,67,46,99,62,539
1648640966785,59,108,85,38,66,45,98,64,532
1648640966794,54,103,80,38,67,44,95,64,540
1648640966802,63,110,83,32,69,41,92,60,535
1648640966810,62,110,80,33,68,44,91,59,483
1648640966819,51,107,83,31,69,41,93,61,532
1648640966827,53,103,79,38,68,48,95,63,535
1648640966834,56,101,79,34,67,44,89,61,531
1648640966842,62,112,81,33,68,47,92,63,532
1648640966850,63,106,83,35,73,45,101,62,533
1648640966859,61,106,80,34,71,45,95,55,531
1648640966867,58,109,82,30,70,41,95,66,537
1648640966876,58,109,80,32,70,42,94,63,534
1648640966885,56,100,84,36,73,44,93,65,538
1648640966895,59,104,81,34,67,47,92,60,539
1648640966903,55,101,80,36,72,44,93,65,536
1648640966910,64,106,83,36,66,45,94,63,539
1648640966918,57,113,81,34,69,42,93,62,533
1648640966927,56,107,80,33,69,49,93,64,532
1648640966935,54,103,78,31,64,44,93,64,537
1648640966943,59,105,80,34,73,45,98,60,537
1648640966951,56,103,76,32,68,45,95,60,541
1648640966961,62,106,82,35,73,46,96,60,539
1648640966969,53,111,83,35,70,48,93,58,534
1648640966976,58,105,80,31,71,47,98,64,539
1648640966984,59,107,82,36,73,45,99,61,537
1648640966994,58,107,86,33,70,46,82,61,536
1648640967002,59,105,83,34,72,49,96,61,539
1648640967010,58,107,84,34,69,49,95,65,542
1648640967017,61,110,81,32,70,48,89,60,538
1648640967026,60,110,83,36,71,42,90,60,536
1648640967034,55,108,80,31,66,40,92,60,535
1648640967042,61,106,81,36,69,52,91,62,539
1648640967051,64,105,77,32,68,46,89,66,534
1648640967059,60,109,81,31,71,45,96,65,536
1648640967066,56,106,81,33,67,43,94,62,537
1648640967074,59,108,78,35,73,45,98,64,538
1648640967084,60,110,84,33,70,41,91,63,535
1648640967093,62,108,84,37,71,47,94,61,537
1648640967101,51,103,78,31,68,42,96,65,537
1648640967109,57,106,78,33,69,42,94,60,536
1648640967118,57,107,82,33,64,46,95,64,533
1648640967126,56,105,79,33,70,46,92,65,538
1648640967134,55,104,82,31,68,46,96,64,541
1648640967141,61,110,85,34,70,42,97,60,531
1648640967149,61,101,80,32,66,41,93,65,531
1648640967158,59,113,80,33,66,45,94,63,533
1648640967166,56,108,82,33,67,40,94,62,530
1648640967174,62,110,72,34,73,43,96,64,533
1648640967181,58,107,80,32,68,45,96,62,543
1648640967189,62,111,78,32,71,43,95,61,535
1648640967199,55,108,83,36,71,46,94,62,536
1648640967206,62,104,83,32,71,45,98,68,540
1648640967214,56,107,79,38,68,45,96,65,538
1648640967222,55,108,82,34,69,44,91,63,542
1648640967231,56,103,83,38,68,47,92,60,535
1648640967239,60,109,79,39,72,45,94,61,537
1648640967246,57,105,79,31,68,46,94,61,536
1648640967254,59,104,79,28,69,44,97,59,537
1648640967263,58,109,79,39,65,45,91,61,541
1648640967271,54,107,80,33,71,41,98,64,535
1648640967279,61,112,87,32,71,45,98,63,538
1648640967290,63,103,76,38,69,46,101,64,539
1648640967300,60,103,79,31,72,44,95,62,534
1648640967308,56,108,82,35,68,46,93,65,540
1648640967316,54,104,81,32,71,46,96,62,538
